,gender_word,verb,relation,gender
1208,他,致意,nsubj,male
1209,他们,代表,assmod,male
1210,她,朝,pobj,female
1211,女孩,坐,nsubj,female
1212,她,守,nsubj,female
1213,男孩,是,attr,male
1214,女儿,念,nsubj,female
1215,先生,是,top,male
1216,他,宗旨,assmod,male
1217,他们,看到,dobj,male
1218,他,不然,nsubj,male
1219,外婆,对,pobj,female
1220,外婆,是,top,female
1221,小姐,是,attr,female
1222,外公,叫,nsubj,male
1223,她,girl,nn,female
1224,外婆,禁得,nsubj,female
1225,她,有,top,female
1226,她,衣服,assmod,female
1227,她,当,nsubj,female
1228,她,想起,dobj,female
1229,他,回来,top,male
1230,他,去,nsubj,male
1231,他,回来,nsubj,male
1232,他,关于,pobj,male
1233,他,告诉,nsubj,male
1234,他,糊涂,nsubj,male
1235,爷爷,小三,dep,male
1236,他们,蔡,conj,male
1237,他,蔡,conj,male
1238,女儿,看到,dobj,female
1239,她,生日,nsubj,female
1240,父亲,送给,nsubj,male
1241,她,送给,dobj,female
1242,她,父亲,assmod,female
1243,父亲,说,nsubj,male
1244,他,宣示,nsubj,male
1245,他们,向,pobj,male
1246,他,让,dobj,male
1247,他,告诉,dobj,male
1248,他,教,nsubj,male
1249,男生,持,nsubj,male
1250,男人,拐,nsubj,male
1251,他们,穿着,nsubj,male
1252,他,望,nsubj,male
1253,他,凝,nsubj,male
1254,他,带给,dobj,male
1255,她,咖啡,assmod,female
1256,她,告诉,nsubj,female
1257,他,简介,assmod,male
1258,他,诗句,nn,male
1259,妹妹,笑,nsubj,female
1260,他,看,dobj,male
1261,他,骑,nsubj,male
1262,他,子民,assmod,male
1263,他,知道,nsubj,male
1264,他,国家,assmod,male
1265,他,嗅到,nsubj,male
1266,男友,结交,dobj,male
1267,妈妈,面霜,assmod,female
1268,男孩,教,dobj,male
1269,他们,跟,pobj,male
1270,她,知道,dobj,female
1271,她,熟,nsubj,female
1272,他,教,nsubj,male
1273,女,学生,amod,female
1274,他们,经历,nsubj,male
1275,他们,出来,nsubj,male
1276,他们,表达,nsubj,male
1277,小妹,送,nsubj,female
1278,他,翻箱倒柜,xsubj,male
1279,他,探险,assmod,male
1280,哥哥,丁庭宇,conj,male
1281,她,死,assmod,female
1282,她,加上,nsubj,female
1283,她,减去,dobj,female
1284,他,打从,nsubj,male
1285,她,乔治史谷特,conj,female
1286,她,喜欢,dobj,female
1287,她,美,nsubj,female
1288,他,得志,top,male
1289,他,成事,nsubj,male
1290,她,面前,lobj,female
1291,男性,友谊,nn,male
1292,女人,杀,dobj,female
1293,他,背叛,nsubj,male
1294,他,老婆,nn,male
1295,他们,家,nn,male
1296,他,老婆,nn,male
1297,男生,是,attr,male
1298,她,哭,nsubj,female
1299,她,眼泪,assmod,female
1300,她,眼睛,nn,female
1301,他,趿,nsubj,male
1302,她,岁,nsubj,female
1303,他们,表达,nsubj,male
1304,她,看,nsubj,female
1305,他,散文,assmod,male
1306,女孩,建议,nsubj,female
1307,女,同业,amod,female
1308,女子,隐居,nsubj,female
1309,他,宝将,nn,male
1310,他,折,nsubj,male
1311,她,到,nsubj,female
1312,爸爸,跟,pobj,male
1313,外公,年纪,nn,male
1314,爷爷,讲,nsubj,male
1315,她们,来,nsubj,female
1316,女生,是,attr,female
1317,她们,眼前,dep,female
1318,她们,鄙夷,nsubj,female
1319,他们,身体,assmod,male
1320,她,放心,nsubj,female
1321,她,让,dobj,female
1322,女儿,打开,nsubj,female
1323,女儿,想起,dobj,female
1324,女儿,思念,dobj,female
1325,女儿,在,nsubj,female
1326,他们,口中,nn,male
1327,他们,叫,dobj,male
1328,他们,是,top,male
1329,外公,相簿,assmod,male
1330,外公,上,nsubj,male
1331,他们,叫作,nsubj,male
1332,他们,姓,nsubj,male
1333,她,脸上,dep,female
1334,女生,迎面,dobj,female
1335,她们,之中,lobj,female
1336,她,为,pobj,female
1337,女子,处理,nsubj,female
1338,母亲,换,nsubj,female
1339,他,委顿,nsubj,male
1340,他,躺,nsubj,male
1341,男性,雄风,nn,male
1342,他,说,nsubj,male
1343,他们,居住,nsubj,male
1344,他们,读,nsubj,male
1345,母亲,是,top,female
1346,他们,与,pobj,male
1347,男孩,找,dobj,male
1348,他,打算,nsubj,male
1349,儿子,领,assmod,male
1350,父亲,辈,nn,male
1351,他,以为,nsubj,male
1352,他,儿子,nn,male
1353,儿子,是,attr,male
1354,他们,看来,lobj,male
1355,他,顾客,assmod,male
1356,他们,行动,assmod,male
1357,她,偏,nsubj,female
1358,妈妈,以为,nsubj,female
1359,她,陪,dobj,female
1360,她们,找,nsubj,female
1361,她,称,dobj,female
1362,她,电话,nn,female
1363,她,本人,dep,female
1364,男人,有,dobj,male
1365,女孩,令,dobj,female
1366,她们,初夜,assmod,female
1367,他们,想到,dobj,male
1368,她,强迫,dobj,female
1369,他们,使,dobj,male
1370,他们,带,dobj,male
1371,他们,帮,dobj,male
1372,他们,属意,nsubj,male
1373,他,给,dobj,male
1374,女儿,毕业,nsubj,female
1375,她,代,dobj,female
1376,女儿,想,xsubj,female
1377,他,记得,nsubj,male
1378,女,孩子,amod,female
1379,爸爸,问,dobj,male
1380,爸爸,说,nsubj,male
1381,爸爸,引,nsubj,male
1382,爷爷,话,assmod,male
1383,爸爸,听,dobj,male
1384,她,用心,nsubj,female
1385,他,走,nsubj,male
1386,她,麻袋,assmod,female
1387,他,身份,assmod,male
1388,她,得了,top,female
1389,他,发现,nsubj,male
1390,他,意思,assmod,male
1391,他,记得,nsubj,male
1392,他,告诉,dobj,male
1393,他,阻止,nsubj,male
1394,他,愿意,nsubj,male
1395,他,思索,nsubj,male
1396,他,主张,nsubj,male
1397,她,喜欢,nsubj,female
1398,她,管,nsubj,female
1399,他们,人,nn,male
1400,女孩,神采飞扬,nsubj,female
1401,男孩,笑,nsubj,male
1402,她,手,assmod,female
1403,他们,护持,nsubj,male
1404,他们,是,nsubj,male
1405,女孩,想起,nsubj,female
1406,男人,是,attr,male
1407,她们,基于,top,female
1408,他,一生,assmod,male
1409,他,望,nsubj,male
1410,父亲,比,pobj,male
1411,他,状况,assmod,male
1412,他,是,nsubj,male
1413,他,自觉,nsubj,male
1414,儿子,比,pobj,male
1415,她,向,pobj,female
1416,他,描述,nsubj,male
1417,他,打断,dobj,male
1418,他,站,nsubj,male
1419,他,与,pobj,male
1420,他,断裂,nsubj,male
1421,他,喝,nsubj,male
1422,他们,煮,nsubj,male
1423,她,是,top,female
1424,女孩,是,attr,female
1425,她,手,assmod,female
1426,她,想,nsubj,female
1427,妈妈,想,dobj,female
1428,女孩,宠爱,dobj,female
1429,女士,着,nsubj,female
1430,先生,家传,nn,male
1431,先生,好,nsubj,male
1432,爷爷,讲,nsubj,male
1433,他,与,pobj,male
1434,他们,见,dobj,male
1435,她,佐以,nsubj,female
1436,她,画,nsubj,female
1437,她,听,dobj,female
1438,她,有,nsubj,female
1439,他,般,nsubj,male
1440,她,爱,dobj,female
1441,她,让,dobj,female
1442,她,说话,nsubj,female
1443,她,死,nsubj,female
1444,她,让,dobj,female
1445,男人,居住,dep,male
1446,他,数字,nn,male
1447,他,招呼,nsubj,male
1448,他,刷牙,nsubj,male
1449,他,憎恶,nsubj,male
1450,他,花,nsubj,male
1451,她,是,top,female
1452,她,坚持,nsubj,female
1453,她,替,pobj,female
1454,她,精光,nsubj,female
1455,爷爷,说,nsubj,male
1456,他们,做鬼脸,nsubj,male
1457,他们,对,pobj,male
1458,他,想,nsubj,male
1459,他们,骗到,nsubj,male
1460,他,忘记,nsubj,male
1461,他,是,top,male
1462,他,爱,nsubj,male
1463,哥哥,叫,dobj,male
1464,他,带,nsubj,male
1465,他,漏,nsubj,male
1466,她们,如,dobj,female
1467,她们,见,dobj,female
1468,她,捂,nsubj,female
1469,她,怕,dobj,female
1470,他们,煽动,nsubj,male
1471,妹妹,陪,nsubj,female
1472,妈妈,送,dobj,female
1473,男孩,女孩,nn,male
1474,女孩,嘻笑玩闹,nsubj,female
1475,爸爸,笑,nsubj,male
1476,她,注视,nsubj,female
1477,女人,与,pobj,female
1478,她,眼中,nn,female
1479,他,保护层,assmod,male
1480,他,有,top,male
1481,他,妻,assmod,male
1482,他,神采飞扬,nsubj,male
1483,他,觉得,nsubj,male
1484,他,揉,nsubj,male
1485,她们,印象,nn,female
1486,他,是,nsubj,male
1487,男孩,是,attr,male
1488,他,跟,pobj,male
1489,他,有,nsubj,male
1490,爷爷,回,nsubj,male
1491,妈妈,选,nsubj,female
1492,他,拿出,nsubj,male
1493,男人,买,nsubj,male
1494,男子,买,nsubj,male
1495,妈妈,膝上,nn,female
1496,先生,爱国心,assmod,male
1497,先生,以为,nsubj,male
1498,先生,留意,nsubj,male
1499,他们,看,dobj,male
1500,他们,伟大,nsubj,male
1501,她,漂亮,nsubj,female
1502,她,老丑,nsubj,female
1503,他,安慰,nsubj,male
1504,他,得了,nsubj,male
1505,他们,特色,nn,male
1506,他,票,dep,male
1507,他,拯救,nsubj,male
1508,他,预料,nsubj,male
1509,儿子,初中,nsubj,male
1510,他,家,nn,male
1511,他,要,dobj,male
1512,儿子,念,nsubj,male
1513,他,想,nsubj,male
1514,儿子,隐瞒,nsubj,male
1515,他,念,nsubj,male
1516,他,政策,assmod,male
1517,小弟,跟监,nsubj,male
1518,他,窥伺,nsubj,male
1519,他,妻,assmod,male
1520,她,尾随,dobj,female
1521,她,年老,nsubj,female
1522,母亲,比,pobj,female
1523,他,使,dobj,male
1524,女儿,饮,nsubj,female
1525,他,坐,nsubj,male
1526,他,赠给,dobj,male
1527,他,令,dobj,male
1528,他,知道,nsubj,male
1529,他,叫出,dobj,male
1530,他,看,dobj,male
1531,爸爸,天父,nn,male
1532,妈妈,天父,conj,female
1533,妈妈,继续,nsubj,female
1534,她,话,assmod,female
1535,外婆,由着,nsubj,female
1536,她,由着,nsubj,female
1537,她,决定,nsubj,female
1538,她,阻止,dobj,female
1539,妹妹,名字,assmod,female
1540,爷爷,说,nsubj,male
1541,他们,理解,nsubj,male
1542,他,给,pobj,male
1543,他,同意,assmod,male
1544,他,以为,nsubj,male
1545,他,熟悉,nsubj,male
1546,她,袒露,nsubj,female
1547,爷爷,要,nsubj,male
1548,爷爷,说,nsubj,male
1549,他,听,nsubj,male
1550,他,激动,nsubj,male
1551,她,跟,pobj,female
1552,他,阿爷,nn,male
1553,他们,变,nsubj,male
1554,他们,相信,nsubj,male
1555,他们,脑子,dep,male
1556,他们,充满,nsubj,male
1557,他们,解放,nsubj,male
1558,他,手腕,nn,male
1559,他,老兄,nn,male
1560,他,死心,nsubj,male
1561,她,送给,dobj,female
1562,男,猫,amod,male
1563,她,朋友,assmod,female
1564,他,跟,pobj,male
1565,伯伯,跟,pobj,male
1566,她,仍然,nsubj,female
1567,先生,老师,conj,male
1568,他,送给,dobj,male
1569,他,鸡巴,assmod,male
1570,他,想尽,nsubj,male
1571,他,来自,nsubj,male
1572,她,使,dobj,female
1573,妈妈,松,nsubj,female
1574,他,鼓起,nsubj,male
1575,男,孩子,amod,male
1576,他们,吃惊,nsubj,male
1577,他们,羡慕,nsubj,male
1578,他,血型,assmod,male
1579,男,孩子,amod,male
1580,女孩,是,attr,female
1581,他们,以为,nsubj,male
1582,他,羊群,nn,male
1583,他,贡物,assmod,male
1584,他们,跟,pobj,male
1585,男孩,是,attr,male
1586,他,读,nsubj,male
1587,他,告诉,nsubj,male
1588,他们,跷课,nsubj,male
1589,他,老家,assmod,male
1590,他,内裤,assmod,male
1591,她,与,pobj,female
1592,她,大,nsubj,female
1593,伯伯,家,assmod,male
1594,他们,阳台,nn,male
1595,伯伯,教,nsubj,male
1596,她,任,dobj,female
1597,他们,奏,nsubj,male
1598,她,告诉,dobj,female
1599,她,文章,assmod,female
1600,她,好,nsubj,female
1601,她,消息,assmod,female
1602,她,没有,nsubj,female
1603,他们,坐,nsubj,male
1604,先生,照说,nsubj,male
1605,他,路,assmod,male
1606,爷爷,掏,nsubj,male
1607,他,命令,nsubj,male
1608,他们,口袋,nn,male
1609,他,听,dobj,male
1610,他,摩托车,nn,male
1611,他,懂,top,male
1612,先生,看,dobj,male
1613,她,先生,conj,female
1614,先生,解释,nsubj,male
1615,他们,勇斗狠,nsubj,male
1616,他们,中间,nn,male
1617,他们,弃绝,dobj,male
1618,他们,集团,nn,male
1619,他,戴,nsubj,male
1620,他,小名,assmod,male
1621,他,想,nsubj,male
1622,妈妈,跟,dobj,female
1623,阿姨,喜欢,nsubj,female
1624,外婆,喜欢,nsubj,female
1625,他们,机器,assmod,male
1626,他,可爱,nsubj,male
1627,爸爸,和,pobj,male
1628,他,给,dobj,male
1629,他,自尊,nn,male
1630,他,接,nsubj,male
1631,妹妹,有,dobj,female
1632,女孩,当是,nsubj,female
1633,他,问题,assmod,male
1634,女友,名字,assmod,female
1635,他,招认,nsubj,male
1636,她,用,nsubj,female
1637,他,相信,nsubj,male
1638,他,监视,dobj,male
1639,他,闻,nsubj,male
1640,男孩,像,pobj,male
1641,他,向,pobj,male
1642,外公,纪念册,assmod,male
1643,男生,坐,nsubj,male
1644,他们,行经,nsubj,male
1645,她,问,dobj,female
1646,女孩,那里,nn,female
1647,她,书,nn,female
1648,爸爸,学生,assmod,male
1649,男孩,是,attr,male
1650,他,喝酒,nsubj,male
1651,他,思乡,nsubj,male
1652,他,令,dobj,male
1653,他,令,dobj,male
1654,母亲,们,nn,female
1655,爸爸,姊姊,conj,male
1656,妈妈,姊姊,conj,female
1657,妹妹,陪,dobj,female
1658,儿子,为,pobj,male
1659,她,没,nsubj,female
1660,他们,消费,nn,male
1661,他,家里,dep,male
1662,她,百思不,nsubj,female
1663,她,确信,nsubj,female
1664,她,选择,nsubj,female
1665,她,发现,nsubj,female
1666,母亲,丝巾,assmod,female
1667,她,偷,nsubj,female
1668,父亲,烟,assmod,male
1669,他们,跟,pobj,male
1670,他们,抽,nsubj,male
1671,他们,与,pobj,male
1672,她,愿意,nsubj,female
1673,他们,利于,dobj,male
1674,她,接纳,dobj,female
1675,她,一样,nsubj,female
1676,她,是,top,female
1677,爸爸,跟,pobj,male
1678,爸爸,写稿,nsubj,male
1679,她,视作,nsubj,female
1680,她,我,conj,female
1681,妈妈,比赛,assmod,female
1682,妹妹,和,pobj,female
1683,女孩,男孩,conj,female
1684,男孩,事,assmod,male
1685,男,尊,dobj,male
1686,女,卑,dobj,female
1687,他,舞会,assmod,male
1688,她们,这,dep,female
1689,他,造,dobj,male
1690,他,和,pobj,male
1691,他,靠,dobj,male
1692,先生,怕,dobj,male
1693,他,是,top,male
1694,他,欣赏,nsubj,male
1695,他,想,dobj,male
1696,先生,想,dobj,male
1697,女,学生,amod,female
1698,她,叫,dobj,female
1699,她们,放下,nsubj,female
1700,他,去,nsubj,male
1701,他,看到,nsubj,male
1702,她,陪,dobj,female
1703,她,问,nsubj,female
1704,妈妈,家,nn,female
1705,她,头顶,dep,female
1706,她,浓发,assmod,female
1707,她,身上,dep,female
1708,她,替,pobj,female
1709,她,自己,dep,female
1710,爷爷,说,nsubj,male
1711,妈妈,掩,nsubj,female
1712,她,扮演,nsubj,female
1713,儿子,生下,dobj,male
1714,她,学校,nn,female
1715,她,要,nsubj,female
1716,他,觉得,nsubj,male
1717,他们,老婆,assmod,male
1718,他们,给,pobj,male
1719,他们,儿孙,assmod,male
1720,他们,向,pobj,male
1721,他,看到,nsubj,male
1722,他们,悲伤,nsubj,male
1723,他,向,pobj,male
1724,他,心情,nn,male
1725,男,骑,nsubj,male
1726,女,机车,amod,female
1727,他,认,nsubj,male
1728,他们,管,nsubj,male
1729,他们,相信,nsubj,male
1730,他们,相信,nsubj,male
1731,他,行踪,assmod,male
1732,男生,打,dobj,male
1733,他们,怕,nsubj,male
1734,爸爸,接,dobj,male
1735,爸爸,向,pobj,male
1736,她们,脸,nn,female
1737,男,打,nsubj,male
1738,妈妈,没,nsubj,female
1739,她,记得,nsubj,female
1740,她,人,nn,female
1741,她,认为,nsubj,female
1742,他,无,dobj,male
1743,他们,无,nsubj,male
1744,他,唱起,nsubj,male
1745,他,妻,assmod,male
1746,爷爷,说,nsubj,male
1747,他们,歌声,nn,male
1748,他们,剧,assmod,male
1749,女子,有,dobj,female
1750,女神,打扮,nsubj,female
1751,女孩,小鸟,nn,female
1752,先生,失望,dobj,male
1753,先生,替,pobj,male
1754,他们,方式,assmod,male
1755,他们,超过,nsubj,male
1756,他们,携,nsubj,male
1757,他,说,nsubj,male
1758,他,嫖妓,nsubj,male
1759,女子,尖叫,nsubj,female
1760,小姐,镇守,nsubj,female
1761,小姐,肉松,nn,female
1762,妈妈,不得了,nsubj,female
1763,妈妈,人,nsubj,female
1764,妈妈,床,assmod,female
1765,她,知,nsubj,female
1766,她,能,nsubj,female
1767,她,看透,dobj,female
1768,她,眼睛,nn,female
1769,他,告诉,dobj,male
1770,他,告诉,nsubj,male
1771,妈妈,说,nsubj,female
1772,她,跑出,nsubj,female
1773,他,想起,dobj,male
1774,他,荒唐,nsubj,male
1775,他,回到,nsubj,male
1776,他们,观光,nsubj,male
1777,他们,帮,dobj,male
1778,女人,情人,conj,female
1779,他们,寄给,dobj,male
1780,他们,挥,dobj,male
1781,他们,灵魂,assmod,male
1782,大哥,姊,nn,male
1783,妈妈,怀里,nn,female
1784,妈妈,想,dobj,female
1785,先生,们,nn,male
1786,他们,造访,nsubj,male
1787,他,知道,nsubj,male
1788,他,入睡,nsubj,male
1789,他,知道,nsubj,male
1790,她,在,nsubj,female
1791,他,觉,nsubj,male
1792,他,子,assmod,male
1793,叔叔,替,pobj,male
1794,他,露,nsubj,male
1795,爷爷,坚持,nsubj,male
1796,她,耐烦,nsubj,female
1797,他们,视为,nsubj,male
1798,他,脸,conj,male
1799,她们,神色,nn,female
1800,女,学校,amod,female
1801,外公,念,advmod,male
1802,她,带,dobj,female
1803,女孩,是,attr,female
1804,她,看到,dobj,female
1805,男,孩子,amod,male
1806,她,娶,dobj,female
1807,她,给,dobj,female
1808,他们,小孩,nn,male
1809,他们,奉,nsubj,male
1810,她,想起,dobj,female
1811,她,住,nsubj,female
1812,外婆,准,nsubj,female
1813,女人,跟,pobj,female
1814,舅妈,身上,nn,female
1815,她,身材,nn,female
1816,她,穿,nsubj,female
1817,奶奶,尖,nsubj,female
1818,她,爱美,nsubj,female
1819,她们,流行,nn,female
1820,她们,爱,nsubj,female
1821,舅妈,有,nsubj,female
1822,男孩,指,dobj,male
1823,她,替,pobj,female
1824,他们,是,nsubj,male
1825,男,孩子,amod,male
1826,他,等,nsubj,male
1827,女孩,等,dobj,female
1828,女性,扮,nsubj,female
1829,妈妈,吸,nsubj,female
1830,爸爸,理智,nsubj,male
1831,他,馋,nsubj,male
1832,妈妈,干死,nsubj,female
1833,爸爸,知,nsubj,male
1834,他,识,nsubj,male
1835,他,介绍,dobj,male
1836,他,是,top,male
1837,先生,儿子,assmod,male
1838,儿子,是,attr,male
1839,先生,感激,dobj,male
1840,他们,分给,dobj,male
1841,他,敬,dobj,male
1842,他,臂膀,assmod,male
1843,他,唤,dobj,male
1844,女孩,找,dobj,female
1845,他,在,nsubj,male
1846,男,老师,amod,male
1847,先生,高,top,male
1848,他们,人,nn,male
1849,爷爷,住,nsubj,male
1850,他,确信,nsubj,male
1851,他,眼中,nn,male
1852,她,走近,nsubj,female
1853,他,喜欢,nsubj,male
1854,他,念,nsubj,male
1855,他,挣扎,nsubj,male
1856,他,是,top,male
1857,他,哭,nsubj,male
1858,他,说,dobj,male
1859,他,是,nsubj,male
1860,她,肩膀,assmod,female
1861,她,问,dobj,female
1862,她,爬,nsubj,female
1863,她,奔走,nsubj,female
1864,他,任性,top,male
1865,他,有,top,male
1866,女儿,与,pobj,female
1867,他们,用,nsubj,male
1868,他,骂人,nsubj,male
1869,他,是,attr,male
1870,他,坐,nsubj,male
1871,她,觉得,nsubj,female
1872,他,感觉,nsubj,male
1873,他,是,nsubj,male
1874,他,有,nsubj,male
1875,父亲,月,nn,male
1876,他,背负,nsubj,male
1877,爸爸,画,nsubj,male
1878,妈妈,妹妹,conj,female
1879,妹妹,坐,nsubj,female
1880,他,脸,nn,male
1881,他,使,dobj,male
1882,他们,以为,nsubj,male
1883,她,肩上,assmod,female
1884,女孩,是,attr,female
1885,爸爸,妈妈,conj,male
1886,妈妈,晚安,dep,female
1887,他,轻薄,assmod,male
1888,男人,女人,dep,male
1889,女人,推,nsubj,female
1890,她,棍子,assmod,female
1891,他,问,dobj,male
1892,妈妈,说,nsubj,female
1893,他,提出,nsubj,male
1894,他们,使,dobj,male
1895,他,支撑,dobj,male
1896,她,叫,nsubj,female
1897,他,与,pobj,male
1898,他,望见,nsubj,male
1899,父亲,望见,dobj,male
1900,他,杀,dobj,male
1901,他们,问,nsubj,male
1902,他们,打算,nsubj,male
1903,外公,外婆,nn,male
1904,外婆,看,nsubj,female
1905,他们,有,nsubj,male
1906,他们,有,nsubj,male
1907,她,编,nsubj,female
1908,女,孩子们,amod,female
1909,母亲,替,pobj,female
1910,他们,人手,nsubj,male
1911,男人,是,attr,male
1912,他,早,nsubj,male
1913,他,收回,nsubj,male
1914,他,教义,assmod,male
1915,男孩,仿佛,dobj,male
1916,她,盘桓,nsubj,female
1917,他们,周围,nn,male
1918,他们,加入,dobj,male
1919,他们,与,pobj,male
1920,她,哥哥,nn,female
1921,哥哥,们,nn,male
1922,他们,说,nsubj,male
1923,女儿,和,pobj,female
1924,先生,说话,nsubj,male
1925,她,自信,assmod,female
1926,她,带,dobj,female
1927,她,是,top,female
1928,她,暴躁,nsubj,female
1929,她,暴躁,assmod,female
1930,她,正义感,assmod,female
1931,妈妈,小,nsubj,female
1932,她,比手画脚,nsubj,female
1933,他们,称呼,dobj,male
1934,男,伴,nn,male
1935,男,伴,nn,male
1936,男孩,是,attr,male
1937,他,是,nsubj,male
1938,他,与,pobj,male
1939,他,爱,nsubj,male
1940,他,怕,dobj,male
1941,他,认识,dobj,male
1942,他,认识,dobj,male
1943,她,淘汰,top,female
1944,她,提醒,dobj,female
1945,她,浇水,nsubj,female
1946,妹妹,离去,nsubj,female
1947,女孩,儿,nn,female
1948,她,是,top,female
1949,妹妹,有,dobj,female
1950,他,试,nsubj,male
1951,他们,拦路,nsubj,male
1952,她,刘大任,conj,female
1953,她,沮丧,nsubj,female
1954,他,指向,nsubj,male
1955,她,教,dobj,female
1956,他,之于,pobj,male
1957,他,愿,nsubj,male
1958,他,淡,nsubj,male
1959,他们,缺乏,nsubj,male
1960,他们,老手,nsubj,male
1961,他,是,attr,male
1962,他们,是,nsubj,male
1963,女,同业,amod,female
1964,女,们,nn,female
1965,他们,看,dobj,male
1966,她,身,nn,female
1967,女人,想,dobj,female
1968,他,返家,nsubj,male
1969,他,咽下,nsubj,male
1970,他,对,pobj,male
1971,他,容,dobj,male
1972,他们,问,dobj,male
1973,他,意思,assmod,male
1974,婆婆,是,attr,female
1975,他们,为,pobj,male
1976,他们,轻忽,nsubj,male
1977,他们,做,nsubj,male
1978,他,顾,nsubj,male
1979,他,注意,nsubj,male
1980,她,蹲踞,nsubj,female
1981,她们,讨论,nsubj,female
1982,外公,出诊,nsubj,male
1983,女性,为,attr,female
1984,他,离开,nsubj,male
1985,女孩,是,attr,female
1986,他,脚,nn,male
1987,他,衣角,nn,male
1988,阿公,电话,dep,male
1989,他,崇拜,dobj,male
1990,他,日记,assmod,male
1991,他,爱,dobj,male
1992,他,战役,assmod,male
1993,她们,送,nsubj,female
1994,他,推销,top,male
1995,他,旅馆,assmod,male
1996,她,像,pobj,female
1997,女,立委,amod,female
1998,她,拥有,nsubj,female
1999,她,爱,nsubj,female
2000,她,爱,nsubj,female
2001,妈妈,回来,nsubj,female
2002,伯伯,告诉,dobj,male
2003,伯伯,看,dobj,male
2004,先生,瞄到,nsubj,male
2005,他,向,pobj,male
2006,妈妈,那里,nn,female
2007,妈妈,抱怨,nsubj,female
2008,他,害怕,nsubj,male
2009,他,丧命,nsubj,male
2010,他们,之中,lobj,male
2011,她,赶,nsubj,female
2012,她,是,top,female
2013,她,跟,pobj,female
2014,她们,选,nsubj,female
2015,弟弟,添,dobj,male
2016,她,汗,nsubj,female
2017,他们,打烊,nsubj,male
2018,他,让给,nsubj,male
2019,他,自己,dep,male
2020,他,花,nsubj,male
2021,他,突破,nsubj,male
2022,他,封杀,dobj,male
2023,他们,型,nn,male
2024,女孩,做,dobj,female
2025,她,一样,nsubj,female
2026,女人,与,pobj,female
2027,他,管,dobj,male
2028,男孩,和,pobj,male
2029,他们,注完,nsubj,male
2030,他,质问,dobj,male
2031,父亲,待,nsubj,male
2032,他,竭尽,nsubj,male
2033,外公,见,nsubj,male
2034,他,一样,nsubj,male
2035,他们,奏,nsubj,male
2036,她们,同,pobj,female
2037,女儿,摘,nsubj,female
2038,女儿,走,nsubj,female
2039,男孩,是,attr,male
2040,爸爸,和,pobj,male
2041,爸爸,翻开,nsubj,male
2042,他,知,nsubj,male
2043,他,干扰,dobj,male
2044,她们,美国人,nn,female
2045,妈妈,对,pobj,female
2046,他,要,dobj,male
2047,男,放,nsubj,male
2048,他,勾践,top,male
2049,他,看出,nsubj,male
2050,男孩,做,dobj,male
2051,她,和,pobj,female
2052,外婆,挣脱,dobj,female
2053,他,返回,nsubj,male
2054,他们,打算,nsubj,male
2055,女孩,像,pobj,female
2056,她们,知道,nsubj,female
2057,他,告诉,nsubj,male
2058,他,想,nsubj,male
2059,他,想,nsubj,male
2060,他,托,nsubj,male
2061,妹妹,女高音,assmod,female
2062,女子,买,nsubj,female
2063,女性,有所谓,dobj,female
2064,她,想,dobj,female
2065,父亲,是,top,male
2066,父亲,是,top,male
2067,他们,见,nsubj,male
2068,爸爸,妈妈,conj,male
2069,妈妈,坐,nsubj,female
2070,他,心情,assmod,male
2071,他,看到,nsubj,male
2072,他,望,dobj,male
2073,他,擦,nsubj,male
2074,她,撞到,dobj,female
2075,他,宣称,nsubj,male
2076,他,演讲,nsubj,male
2077,妹妹,恹恹,nsubj,female
2078,女孩,没有,nsubj,female
2079,女孩,叫,range,female
2080,她们,留,nsubj,female
2081,她,说,nsubj,female
2082,他,想,nsubj,male
2083,先生,来,nsubj,male
2084,他,北上,nsubj,male
2085,他,书,assmod,male
2086,她,指,nsubj,female
2087,他们,更新,nsubj,male
2088,妈妈,看到,nsubj,female
2089,他,high,dep,male
2090,他,叫,dobj,male
2091,哥哥,住,nsubj,male
2092,他,跟,pobj,male
2093,他,死,nsubj,male
2094,他们,之中,lobj,male
2095,他,出头,nsubj,male
2096,儿子,遗,dobj,male
2097,他,一样,nsubj,male
2098,他们,跟,pobj,male
2099,她,人,assmod,female
2100,他们,莓,nn,male
2101,她,是,top,female
2102,他,给,dobj,male
2103,他,拜托,dobj,male
2104,他,解释,nsubj,male
2105,舅妈,味道,assmod,female
2106,她,心,assmod,female
2107,她,人,assmod,female
2108,她,说,nsubj,female
2109,妹妹,做,dobj,female
2110,他们,行之有年,nsubj,male
2111,她,问候,nsubj,female
2112,他,发觉,nsubj,male
2113,女孩,大,nsubj,female
2114,他,驰骋,nsubj,male
2115,他,自己,dep,male
2116,妹妹,过,nsubj,female
2117,她,现,nsubj,female
2118,女人,是,nsubj,female
2119,女,是,attr,female
2120,她们,研究,dobj,female
2121,她们,平凡,nsubj,female
2122,他们,是,nsubj,male
2123,他们,地位,assmod,male
2124,她们,领,nsubj,female
2125,他,给,pobj,male
2126,她,解,nsubj,female
2127,她,中指,nn,female
2128,她,指头,nn,female
2129,她,手指,dep,female
2130,他们,搬之一空,nsubj,male
2131,先生,赞叹,nsubj,male
2132,先生,指出,nsubj,male
2133,女士,坚持,nsubj,female
2134,先生,投票,nsubj,male
2135,他,睽,nsubj,male
2136,先生,朋友,conj,male
2137,他,对,pobj,male
2138,他,读,nsubj,male
2139,他,投,nsubj,male
