,gender_word,verb,relation,gender
185,他们,穿,nsubj,male
186,女儿,任,pobj,female
187,女儿,盛情,nsubj,female
188,他,熟悉,nsubj,male
189,他,自传,nn,male
190,他,说,nsubj,male
191,他,死,assmod,male
192,他们,认为,nsubj,male
193,女儿,捡拾,nsubj,female
194,外公,去,nsubj,male
195,外婆,抛开,nsubj,female
196,先生,娘,nn,male
197,外公,控制,nsubj,male
198,外婆,高血压,assmod,female
199,外婆,挣脱,dobj,female
200,外公,司药,assmod,male
201,外公,家,nn,male
202,女儿,时代,assmod,female
203,她,充满,nsubj,female
204,女儿,动线,assmod,female
205,他,种,dobj,male
206,堂哥,家,nn,male
207,女儿,有,nsubj,female
208,女儿,属于,dobj,female
209,她,记得,nsubj,female
210,她,惊恸,nsubj,female
211,她,心版,assmod,female
212,她,放心,nsubj,female
213,她,让,dobj,female
214,女儿,打开,nsubj,female
215,男朋友,拍下,nsubj,male
216,他,手,assmod,male
217,他,提醒,dobj,male
218,他们,排队,nsubj,male
219,他,心愿,nn,male
220,她,想见,dobj,female
221,外公,外婆,nn,male
222,外婆,牵,nsubj,female
223,外公,指,nsubj,male
224,外婆,感叹,nsubj,female
225,外公,向,pobj,male
226,外婆,怀抱,nsubj,female
227,外公,怕,dobj,male
228,她们,美国人,nn,female
229,她,打算,nsubj,female
230,她,传给,dobj,female
231,她,以为,nsubj,female
232,她,待,nsubj,female
233,她,亲爱过,nsubj,female
234,女儿,亲爱过,dobj,female
235,母亲,替,pobj,female
236,太太,冰亮,nsubj,female
237,她,书籍,nn,female
238,她,问,dobj,female
239,女孩,那里,nn,female
240,男朋友,是,attr,male
241,他,死掉,nsubj,male
242,男孩子,爱上,dobj,male
243,女生,租给,dobj,female
244,女儿,是,attr,female
245,他们,成,nsubj,male
246,女儿,和,pobj,female
247,女子,打扮,nsubj,female
248,女神,打扮,nsubj,female
249,男生,扯,nsubj,male
250,女,同事,amod,female
251,女,们,amod,female
252,妈妈,像,pobj,female
253,外公,像,dobj,male
254,外公,像,dobj,male
255,外婆,喊,dobj,female
256,外婆,是,top,female
257,外公,面前,lobj,male
258,舅妈,媳妇,nn,female
259,她,媳妇,assmod,female
260,女人,吉野太夫,nn,female
261,女孩,拉,nsubj,female
262,姊妹,苗子,nn,female
263,他,向,pobj,male
264,她,来,nsubj,female
265,她,像,nsubj,female
266,她,等,dobj,female
267,他,推销,top,male
268,他,旅馆,assmod,male
269,先生,瞄到,nsubj,male
270,他,向,pobj,male
271,外公,念,advmod,male
272,外公,纪念册,assmod,male
273,男生,坐,nsubj,male
274,他们,行经,nsubj,male
275,女儿,去,nsubj,female
276,她们,做到,top,female
277,她们,替,pobj,female
278,姊姊,男友,conj,female
279,男友,有,dobj,male
280,她们,办到,top,female
281,父亲,是,top,male
282,她,主张,assmod,female
283,她,考虑,nsubj,female
284,她,去,nsubj,female
285,她,约,nsubj,female
286,她,工作,nn,female
287,她们,领,nsubj,female
288,他们,应,nsubj,male
289,女儿,放学,nsubj,female
290,男友,与,pobj,male
291,男友,告诉,nsubj,male
292,他,等候,nsubj,male
293,他,向,pobj,male
294,他,穿,nsubj,male
295,他,安慰,dobj,male
296,他,军官,nn,male
297,男友,告诉,dobj,male
298,他,好,nsubj,male
299,教父,看,dobj,male
300,外公,外婆,nn,male
301,外婆,看,nsubj,female
302,女儿,说,nsubj,female
303,女儿,看,nsubj,female
304,女儿,喝,conj,female
305,他,告诉,top,male
306,他,和,pobj,male
307,他,婉拒,dobj,male
308,他,去,nsubj,male
309,外公,和,pobj,male
310,外公,见,nsubj,male
311,外公,家,nn,male
312,外公,出诊,nsubj,male
313,外公,立志,nsubj,male
314,外公,家,nn,male
315,外公,看病,nsubj,male
316,女,间,conj,female
317,外公,路径,assmod,male
318,他,让,nsubj,male
319,他,吃票,nsubj,male
320,他们,叫,dobj,male
321,他,由,pobj,male
322,他,投入,nsubj,male
323,他,摸,nsubj,male
324,他,纠正,dobj,male
325,男生,朋友,nn,male
326,他,遥望,nsubj,male
327,他,充耳不闻,nsubj,male
328,他,拜拜,dobj,male
329,他,豁达,nsubj,male
330,他,告诉,dobj,male
331,他,告诉,nsubj,male
332,他,吃票,assmod,male
333,他们,见,nsubj,male
334,他,对手,assmod,male
335,外公,相簿,assmod,male
336,外公,上,nsubj,male
337,他们,坐,nsubj,male
338,他们,认出,nsubj,male
339,女儿,带,dobj,female
340,女儿,告诉,dobj,female
341,父亲,像,pobj,male
342,他们,认出,nsubj,male
343,他们,理,dobj,male
344,男子,告诉,nsubj,male
345,他,同乡,assmod,male
346,他,要,nsubj,male
347,他,移往,nsubj,male
348,他,high,dep,male
349,他,叫,dobj,male
350,他,说,nsubj,male
351,他,看出,nsubj,male
352,他,鼻子,assmod,male
353,他们,离婚,nsubj,male
354,她,和,pobj,female
355,她,睡,nsubj,female
356,妈妈,洗,nsubj,female
357,她,黏,nsubj,female
358,我大舅,关系,assmod,male
359,我大舅,工作,nsubj,male
360,她,陪,nsubj,female
361,我大舅,踹,nsubj,male
362,他,高,nsubj,male
363,舅妈,哭,nsubj,female
364,他们,没有,nsubj,male
365,她,叫,nsubj,female
366,她,想起,dobj,female
367,她,住,nsubj,female
368,我外婆,有,nsubj,female
369,女人,跟,pobj,female
370,舅妈,身上,nn,female
371,她,身材,nn,female
372,她,穿,nsubj,female
373,奶奶,尖,nsubj,female
374,她,爱美,nsubj,female
375,太太,买,nsubj,female
376,她们,流行,nn,female
377,她们,爱,nsubj,female
378,舅妈,有,nsubj,female
379,他,忘,nsubj,male
380,她,决定,nsubj,female
381,她,阻止,dobj,female
382,她,答,nsubj,female
383,她,阻止,dobj,female
384,她,问,dobj,female
385,她,说,nsubj,female
386,她,想,nsubj,female
387,他,醒,dobj,male
388,她,打发,nsubj,female
389,她,接,dobj,female
390,妹妹,对,pobj,female
391,她,要,dobj,female
392,他,大舅妈,nn,male
393,他,帮,dobj,male
394,他,陪,dobj,male
395,他,阻止,dobj,male
396,他,取消,nsubj,male
397,她,找,dobj,female
398,她,退休,nsubj,female
399,她,教,nsubj,female
400,她,跟,pobj,female
401,她,班,nn,female
402,男生,模样,nn,male
403,他,拿起,nsubj,male
404,他,说,nsubj,male
405,他,回复,nsubj,male
406,她,家人,assmod,female
407,她,跟,pobj,female
408,她,死,nsubj,female
409,我外婆,跟,pobj,female
410,她们,较劲,nsubj,female
411,舅妈,怨怪,nsubj,female
412,我外婆,怨怪,dobj,female
413,她,婚姻,assmod,female
414,她,破坏,nsubj,female
415,她,知道,dep,female
416,舅妈,是,nsubj,female
417,女人,是,attr,female
418,她,她,conj,female
419,她,婚姻,assmod,female
420,我外婆,侵扰,nsubj,female
421,她,侵扰,dobj,female
422,她,爱,nsubj,female
423,我外婆,差,nsubj,female
424,她,给,pobj,female
425,他,说,nsubj,male
426,他,恳求,nsubj,male
427,他,说,nsubj,male
428,他,公司,assmod,male
429,他,给,dobj,male
430,他,打断,dobj,male
431,他,家,assmod,male
432,他,给,dobj,male
433,他,拜托,dobj,male
434,他,解释,nsubj,male
435,舅妈,味道,assmod,female
436,他,要,dobj,male
437,女孩,们,nn,female
438,他,说,nsubj,male
439,他,省籍,assmod,male
440,他,老子,nn,male
441,她,穿,nsubj,female
442,男人,告诉,nsubj,male
443,他,告诉,dobj,male
444,他,知,nsubj,male
445,他,干扰,dobj,male
446,我老婆,嗯,dep,female
447,他,对象,nn,male
448,他,妻子,nn,male
449,他,老婆,nn,male
450,我老婆,疯狂,nsubj,female
451,她,吵醒,xsubj,female
452,他们,吵醒,dobj,male
453,她,买,nsubj,female
454,她,分辨,dobj,female
455,她,拿出,nsubj,female
456,她,时代,nn,female
457,他,笑,nsubj,male
458,她,头发,nn,female
459,她,凝,nsubj,female
460,她,自己,dep,female
461,我老婆,不得了,nsubj,female
462,她,过敏,nsubj,female
463,他,描述,nsubj,male
464,他,打断,dobj,male
465,我老婆,害怕,nsubj,female
466,她,用,nsubj,female
467,我老婆,用,nsubj,female
468,他,助理,assmod,male
469,我老婆,蜜月,nn,female
470,她,念书,nsubj,female
471,她,给,dobj,female
472,我老婆,找,dobj,female
473,女孩,记,nsubj,female
474,她,名字,nn,female
475,她,对,pobj,female
476,她,用,nsubj,female
477,她,有,nsubj,female
478,女孩,想起,dobj,female
479,她,发,nn,female
480,她,甘心,nsubj,female
481,我老婆,怕,nsubj,female
482,她,身上,nn,female
483,女人,想,dobj,female
484,她,用,nsubj,female
485,女人,身上,nn,female
486,她,想到,dobj,female
487,女孩,没有,top,female
488,我老婆,用,nsubj,female
489,我老婆,如影随形,nsubj,female
490,妹妹,们,nn,female
491,她们,老板,nn,female
492,妹妹,坐,dobj,female
493,我老婆,穿,nsubj,female
494,妹妹,是,attr,female
495,她,腋下,assmod,female
496,妹妹,离去,nsubj,female
497,我外婆,去,nsubj,female
498,外婆,替,pobj,female
499,外婆,有,nsubj,female
500,她,去,nsubj,female
501,她,有,top,female
502,我外婆,去,nsubj,female
503,舅妈,和,pobj,female
504,外婆,假装,nsubj,female
505,舅妈,问,dobj,female
506,舅妈,去,nsubj,female
507,外婆,衣料,nn,female
508,舅妈,羡慕,nsubj,female
509,外婆,转送,nsubj,female
510,她,衣料,nn,female
511,她,死,nsubj,female
512,她,瘦,nsubj,female
513,她,细节,nn,female
514,她,死亡,assmod,female
515,她,不在,assmod,female
516,舅妈,是,top,female
517,她,肾脏,assmod,female
518,她,死,assmod,female
519,她,加上,nsubj,female
520,她,减去,dobj,female
521,女孩儿,名字,assmod,female
522,她,想起,dobj,female
523,她,与,pobj,female
524,她,长相,assmod,female
525,她,想起,dobj,female
526,她,家,dep,female
527,她,叫,nsubj,female
528,她,叫,nsubj,female
529,他,问题,assmod,male
530,女友,名字,assmod,female
531,他,邀,nsubj,male
532,他,问,nsubj,male
533,女生,朱梅君,nn,female
534,她,仿效,dobj,female
535,她,考上,nsubj,female
536,小姐,身上,nn,female
537,太太,没有,top,female
538,女人,保存,dobj,female
539,女友,名字,assmod,female
540,他,让,nsubj,male
541,他,问,nsubj,male
542,他们,以为,nsubj,male
543,他们,带领,dobj,male
544,他们,对,pobj,male
545,他,是,top,male
546,他们,丧礼,assmod,male
547,他们,追思,dobj,male
548,他们,死,assmod,male
549,他们,免于,nsubj,male
550,他,事,nsubj,male
551,他们,买,nsubj,male
552,他们,奇怪,nsubj,male
553,女友,如同,dobj,female
554,他,记得,nsubj,male
555,舅妈,放给,nsubj,female
556,她,问,dobj,female
557,她,说,nsubj,female
558,她,威胁,dobj,female
559,她,说,nsubj,female
560,舅妈,说,nsubj,female
561,他,回忆,nsubj,male
562,我外公,爱,nsubj,male
563,外公,家,nn,male
564,我外公,陪,dobj,male
565,阿姨,整理,nsubj,female
566,外公,负责,nsubj,male
567,阿姨,扎成,nsubj,female
568,我外公,年纪,nn,male
569,妹妹,们,nn,female
570,她,寄,nsubj,female
571,她,出国,nsubj,female
572,她,那里,dep,female
573,她,想不起,dobj,female
574,她,看,nsubj,female
575,她,陪,dobj,female
576,她,害怕,nsubj,female
577,她,女孩,nn,female
578,女孩,来说,lobj,female
579,我外公,家,nn,male
580,她,坚持,nsubj,female
581,男生,半死,nsubj,male
582,她,用,nsubj,female
583,她,出去,nsubj,female
584,她,无聊,nsubj,female
585,她,帮,dobj,female
586,她,看,dobj,female
587,她,穿,nsubj,female
588,女孩,像,dobj,female
589,她们,办事,nsubj,female
590,她,是不是,dobj,female
591,她,在乎,nsubj,female
592,她,牵,dobj,female
593,她,告诉,dobj,female
594,女儿,回来,nsubj,female
595,她,请,dobj,female
596,她,给,pobj,female
597,她,是,top,female
598,她,坚持,nsubj,female
599,她,替,pobj,female
600,她,精光,nsubj,female
601,她,回,nsubj,female
602,她,发现,nsubj,female
603,她,暗示,nsubj,female
604,她,是,attr,female
605,他们,认为,nsubj,male
606,他,身属,nsubj,male
607,女友,想,dobj,female
608,他,说,nsubj,male
609,他,加上,nsubj,male
610,他,减去,dobj,male
611,她,想起,dobj,female
612,男朋友,来,nsubj,male
613,她,看,dobj,female
614,她,召唤,nsubj,female
615,男朋友,占,nsubj,male
616,她,临,nsubj,female
617,她,吃,nsubj,female
618,男友,带来,nsubj,male
619,他,看,dobj,male
620,他,察觉,nsubj,male
621,他们,当成,nsubj,male
622,儿子,角色,nn,male
623,男友,说,nsubj,male
624,她,丈夫,dep,female
625,她,善待,dobj,female
626,他,而言,lobj,male
627,她,哥,nn,female
628,他,拔,nsubj,male
629,他,死掉,nsubj,male
630,大哥,大姊,nn,male
631,兄弟,相聚,nsubj,male
632,爸爸,犹疑,nsubj,male
633,他,鸡巴,assmod,male
634,兄弟,姊妹,nn,male
635,姊妹,有,dobj,female
636,哥哥,上,nsubj,male
637,他,看,nsubj,male
638,他,遗失,nsubj,male
639,他,迁往,nsubj,male
640,他,捉弄,dobj,male
641,他,被,top,male
642,哥哥,们,nn,male
643,他,那样,nsubj,male
644,他,名字,assmod,male
645,他,等待,dobj,male
646,他,自己,dep,male
647,他们,汗液,assmod,male
648,他,给,dobj,male
649,他,羊群,nn,male
650,他,贡物,assmod,male
651,他,坚持,nsubj,male
652,他,为,pobj,male
653,女性,发情,nsubj,female
654,他,想起,dobj,male
655,他,介绍,nsubj,male
656,她,嗅,dobj,female
657,妹妹,在,pobj,female
658,他,歌曲,nn,male
659,他们,其中,dep,male
660,妈妈,们,nn,female
661,妈妈,们,nn,female
662,她们,下厨,nsubj,female
663,小妹,要,nsubj,female
664,她,带,dobj,female
665,妈妈,们,nn,female
666,她们,人,nn,female
667,女,丫头,amod,female
668,她,相信,nsubj,female
669,妈妈,们,nn,female
670,女,明星,amod,female
671,她们,叫来,nsubj,female
672,妈妈,苦练,nsubj,female
673,她们,垂,nsubj,female
674,她们,年轻,nsubj,female
675,她们,老,nsubj,female
676,她们,被,nsubj,female
677,她们,被,nsubj,female
678,她们,死,nsubj,female
679,他们,存在,assmod,male
680,他们,范围,assmod,male
681,他,简单,nsubj,male
682,他,有,nsubj,male
683,他,质问,dobj,male
684,我老婆,喜欢,nsubj,female
685,女友,和,pobj,female
686,女孩,宿舍,nn,female
687,她,送,dobj,female
688,她,耳边,dep,female
689,女友,想起,dobj,female
690,她,想不,dobj,female
691,他,怪,dobj,male
692,他,比,pobj,male
693,女友,想,dobj,female
694,女孩儿,想起,dobj,female
695,他们,记得,nsubj,male
696,他们,面临,nsubj,male
697,他们,弃,nsubj,male
698,他们,弃绝,dobj,male
699,他们,想,nsubj,male
700,他们,是,nsubj,male
701,他们,扪心,nsubj,male
702,他们,想,dobj,male
703,外公,家,nn,male
704,我外公,有,nsubj,male
705,他,好,nsubj,male
706,女友,信件,assmod,female
707,她,问,dobj,female
708,她,说,nsubj,female
709,她,擦,nsubj,female
710,女生,记忆,assmod,female
711,女生,听命,nsubj,female
712,妹妹,咖啡店,assmod,female
713,阿姨,喜欢,nsubj,female
714,我外婆,喜欢,nsubj,female
715,他,老婆,nn,male
716,男生,们,nn,male
717,女,同业,amod,female
718,女生,送给,dobj,female
719,他们,人模人样,nsubj,male
720,他们,想,dobj,male
721,他们,拱,nsubj,male
722,他们,搬,nsubj,male
723,先生,赞叹,nsubj,male
724,先生,指出,nsubj,male
725,女士,坚持,nsubj,female
726,先生,投票,nsubj,male
727,他,睽别,nsubj,male
728,先生,朋友,conj,male
729,他,对,pobj,male
730,他,读,nsubj,male
731,他,投,nsubj,male
732,他们,使,dobj,male
733,他们,带,dobj,male
734,他们,帮,dobj,male
735,他们,属意,nsubj,male
736,他们,要求,nsubj,male
737,他们,神话,assmod,male
738,弟弟,妹妹,nn,male
739,妹妹,告一段落,nsubj,female
740,他们,努力,nsubj,male
741,他,孤寂,assmod,male
742,他,松懈,nsubj,male
743,他,维持,nsubj,male
744,女,同业,amod,female
745,女,同业,amod,female
746,男人,是,attr,male
747,女子,使,nsubj,female
748,他,女伴,assmod,male
749,她,向,pobj,female
750,他,是,top,male
751,他们,恋情,assmod,male
752,他,女伴,assmod,male
753,他,女伴,assmod,male
754,他,补强,dobj,male
755,他,拥有,nsubj,male
756,他,女伴,conj,male
757,他,女伴,assmod,male
758,他,索,nsubj,male
759,他们,向,pobj,male
760,他,宣称,nsubj,male
761,他,演讲,nsubj,male
762,他,话,nn,male
763,他,眼中,dep,male
764,爸爸,是,attr,male
765,男子,感情,assmod,male
766,她,觉得,nsubj,female
767,他们,手,nsubj,male
768,他们,消费,nn,male
769,他,家里,dep,male
770,他们,大声,nsubj,male
771,他们,儿孙,assmod,male
772,他们,改,nsubj,male
773,他们,回来,nsubj,male
774,他们,家,nn,male
775,他们,口中,nn,male
776,他们,叫,dobj,male
777,他们,是,top,male
778,他们,剧,assmod,male
779,他们,让,dobj,male
780,女孩,使,nsubj,female
781,女孩,与,pobj,female
782,他们,去,nsubj,male
783,他们,过,nsubj,male
784,他们,想,nsubj,male
785,她,大胆,assmod,female
786,他们,玩乐,nn,male
787,他,说,nsubj,male
788,他,是,nsubj,male
789,他们,指出,nsubj,male
790,他们,捕捉,nsubj,male
791,他,说,nsubj,male
792,妈妈,系,nsubj,female
793,女孩,建议,nsubj,female
794,女,同业,amod,female
795,女子,隐居,nsubj,female
796,他们,机器,assmod,male
797,小姐,满意,dobj,female
798,她,穿,nsubj,female
799,女,职员,amod,female
800,她,娶,dobj,female
801,他,为,top,male
802,他,荒诞,nsubj,male
803,他,由,pobj,male
804,他们,打烊,nsubj,male
805,他们,老朋友,nn,male
806,他,告诉,nsubj,male
807,他,圈子,assmod,male
808,他,一样,nsubj,male
809,他,是,top,male
810,他,告诉,nsubj,male
811,他,怪异,nsubj,male
812,他,心境,conj,male
813,他,变得,nsubj,male
814,他,朋友,assmod,male
815,他,身处,nsubj,male
816,他,画作,assmod,male
817,他,大便,assmod,male
818,他,寄,nsubj,male
819,他,心血来潮,nsubj,male
820,他,去,nsubj,male
821,他,去,nsubj,male
822,他,去,nsubj,male
823,他,兴起,nsubj,male
824,他,代,dobj,male
825,他,采撷,nsubj,male
826,他,枪,assmod,male
827,她,当做,nsubj,female
828,女子,是,attr,female
829,男子,是,attr,male
830,他,是,top,male
831,他,递给,nsubj,male
832,男子,捧上,nsubj,male
833,他,老板,nn,male
834,他,点头,nsubj,male
835,他,收,nsubj,male
836,他,枪击,nsubj,male
837,他,朋友,assmod,male
838,女生,迎面,dobj,female
839,她们,之中,lobj,female
840,他,回到,nsubj,male
841,他,写,nsubj,male
842,他,名,nsubj,male
843,他,发现,nsubj,male
844,他,监视,dobj,male
845,他,投诉,nsubj,male
846,他,投寄,nsubj,male
847,他,同学,assmod,male
848,他,保留,nsubj,male
849,他,断定,nsubj,male
850,他,居住,nsubj,male
851,他,收,nsubj,male
852,他,寄,nsubj,male
853,他,写,nsubj,male
854,他,动线,nn,male
855,他,清楚,nsubj,male
856,他,写,nsubj,male
857,他,瞥见,nsubj,male
858,他,让,dobj,male
859,他,轮到,dobj,male
860,他,信,nsubj,male
861,他,写,nsubj,male
862,他,尽,nsubj,male
863,他,君君,assmod,male
864,祖父,过往,nsubj,male
865,他,让,dobj,male
866,他,入睡,nsubj,male
867,他,待,nsubj,male
868,他,睽违,nsubj,male
869,他,赞成,top,male
870,他,苟同,nsubj,male
871,他们,是,top,male
872,他,思索,nsubj,male
873,他,主张,nsubj,male
874,他,花,nsubj,male
875,他,突破,nsubj,male
876,他,封杀,dobj,male
877,他,妻,assmod,male
878,他,妻,conj,male
879,他,知道,nsubj,male
880,他,入睡,nsubj,male
881,他,知道,nsubj,male
882,她,在,nsubj,female
883,他,觉,nsubj,male
884,他,子,assmod,male
885,他,小心翼翼,nsubj,male
886,他,希望,nsubj,male
887,他,属于,dobj,male
888,他,沉,nsubj,male
889,他,腿,assmod,male
890,他,醒来,assmod,male
891,他,路,nn,male
892,他,抱,nsubj,male
893,他,声,assmod,male
894,他,突然,nsubj,male
895,他,搅,nsubj,male
896,他,压,nsubj,male
897,他,动弹,nsubj,male
898,他,邀请,dobj,male
899,父亲,诊疗室,nn,male
900,他,行,nsubj,male
901,她们,行,dobj,female
902,他,躺,nsubj,male
903,父亲,父亲,dep,male
904,父亲,仿效,nsubj,male
905,父亲,激怒,dobj,male
906,他,赌气,nsubj,male
907,母亲,站,nsubj,female
908,他,提醒,dobj,male
909,他,伏,nsubj,male
910,他,感叹,nsubj,male
911,他,与,pobj,male
912,他,望见,nsubj,male
913,父亲,望见,dobj,male
914,他,记得,nsubj,male
915,他,给,dobj,male
916,他,君君,conj,male
917,他,之于,pobj,male
918,他,坚决,nsubj,male
919,他,淡,nsubj,male
920,他,愿意,nsubj,male
921,他,打算,nsubj,male
922,儿子,领,assmod,male
923,父亲,辈,nn,male
924,他,以为,nsubj,male
925,他,儿子,nn,male
926,儿子,是,attr,male
927,他,徘徊,nsubj,male
928,他,年轻,nsubj,male
929,他,找,nsubj,male
930,他,让,dobj,male
931,他,使,dobj,male
932,他,监控,dobj,male
933,他,通电话,nsubj,male
934,他,跟,pobj,male
935,妹妹,惠理,nn,female
936,他,告诉,nsubj,male
937,他们,监听,nsubj,male
938,他,担心,nsubj,male
939,他们,无形,nsubj,male
940,他,断定,nsubj,male
941,他,转去,nsubj,male
942,他,居,nsubj,male
943,他,去,nsubj,male
944,他,提醒,dobj,male
945,他,停留,nsubj,male
946,儿子,处,nn,male
947,爸爸,儿子,prnmod,male
948,他,憎厌,nsubj,male
949,他,当作,nsubj,male
950,他,争辩,nsubj,male
951,儿子,媳妇,nn,male
952,他,留,dobj,male
953,他,一生,assmod,male
954,他,望,nsubj,male
955,父亲,比,pobj,male
956,他,状况,assmod,male
957,他,是,nsubj,male
958,他,自觉,nsubj,male
959,儿子,比,pobj,male
960,他,窥伺,nsubj,male
961,他,妻,assmod,male
962,她,尾随,dobj,female
963,她,年老,nsubj,female
964,母亲,比,pobj,female
965,他,使,dobj,male
966,他,恍如,nsubj,male
967,他,离去,nsubj,male
968,他,抱怨,nsubj,male
969,他,离去,assmod,male
970,女,机车,amod,female
971,他,寄,nsubj,male
972,他,采用,nsubj,male
973,他,想象,nsubj,male
974,他,提醒,nsubj,male
975,他,吸纳,dobj,male
976,他,助选员,assmod,male
977,他,看,nsubj,male
978,他,同学,assmod,male
979,他,掉出,nsubj,male
980,他,一样,nsubj,male
981,他,派,nn,male
982,他,替,pobj,male
983,他,有,nsubj,male
984,他们,课,assmod,male
985,他,记得,nsubj,male
986,他,问,dobj,male
987,他,回答,xsubj,male
988,他,告诉,dobj,male
989,他,喜欢,nsubj,male
990,他,教,dobj,male
991,他,叫,dobj,male
992,他,教,nsubj,male
993,他,认为,nsubj,male
994,他,教,dobj,male
995,先生,抵抗,nsubj,male
996,他,带给,dobj,male
997,他,言语,nsubj,male
998,他,做,xsubj,male
999,先生,世代,prnmod,male
1000,先生,。,root,male
1001,他,一样,nsubj,male
1002,他,生日,assmod,male
1003,他,出身,assmod,male
1004,他,以为,nsubj,male
1005,他,用词,assmod,male
1006,他,想尽,nsubj,male
1007,他,来自,nsubj,male
1008,他,答应,nsubj,male
1009,他,承继,nsubj,male
1010,父亲,财产,assmod,male
1011,他,发放,nsubj,male
1012,他们,给,pobj,male
1013,他们,耕种,nsubj,male
1014,他,宣示,nsubj,male
1015,他们,向,pobj,male
1016,他,记得,nsubj,male
1017,他,熟悉,nsubj,male
1018,他,话,assmod,male
1019,他,吃惊,nsubj,male
1020,他,演练,nsubj,male
1021,他,没有,nsubj,male
1022,他,望,nsubj,male
1023,他,让,dobj,male
1024,他,嗅到,nsubj,male
1025,阿芳嫂,煮,nsubj,female
1026,他,试,nsubj,male
1027,父亲,替,pobj,male
1028,他,有,top,male
1029,他,慢,nsubj,male
1030,他们,没有,nsubj,male
1031,他,提出,nsubj,male
1032,他,族,nn,male
1033,他,宝将,nn,male
1034,他,哄,dobj,male
1035,他,提出,nsubj,male
1036,他,让,dobj,male
1037,他们,控制,nsubj,male
1038,他,振奋,nsubj,male
1039,他们,议论纷纷,nsubj,male
1040,大哥,阿火,nn,male
1041,他,因势利导,nsubj,male
1042,他们,教,dobj,male
1043,他,因势利导,nsubj,male
1044,他们,一样,nsubj,male
1045,他们,工具,assmod,male
1046,他,了解,nsubj,male
1047,他,父亲,dep,male
1048,父亲,关系,nn,male
1049,他,清楚,nsubj,male
1050,他,父亲,dep,male
1051,父亲,对待,dobj,male
1052,他,想,nsubj,male
1053,父亲,当,nsubj,male
1054,他们,对待,nsubj,male
1055,他,亲切,assmod,male
1056,他,父亲,dep,male
1057,父亲,脱离,top,male
1058,他,地位,assmod,male
1059,他,发现,nsubj,male
1060,他,发现,nsubj,male
1061,他,怕,nsubj,male
1062,他,问候,dobj,male
1063,他,想,nsubj,male
1064,他们,关心,nsubj,male
1065,他,儿子,assmod,male
1066,儿子,关心,dobj,male
1067,他,回答,nsubj,male
1068,先生,疼爱,nsubj,male
1069,他们,与,pobj,male
1070,他,想,nsubj,male
1071,他,还,dobj,male
1072,他们,思索,nsubj,male
1073,他,质问,dobj,male
1074,父亲,待,nsubj,male
1075,他,竭尽,nsubj,male
1076,他,走,nsubj,male
1077,他,心境,assmod,male
1078,他,记得,nsubj,male
1079,他,提醒,dobj,male
1080,他,哼完,nsubj,male
1081,他,立,nsubj,male
1082,他,唱起,nsubj,male
1083,他,喜欢,nsubj,male
1084,他,唱,nsubj,male
1085,他,同胞,assmod,male
1086,他,告诉,nsubj,male
1087,他们,告诉,dobj,male
1088,他们,教会,dobj,male
1089,他们,盖起,nsubj,male
1090,他,看,nsubj,male
1091,他们,讲给,dobj,male
1092,他,读,nsubj,male
1093,母亲,读,dobj,female
1094,他们,给,dobj,male
1095,他们,同学,nn,male
1096,他,像,pobj,male
1097,母亲,失,dobj,female
1098,他,接续,nsubj,male
1099,母亲,歌,conj,female
1100,她,腆,nsubj,female
1101,他,问,dobj,male
1102,他,解释,nsubj,male
1103,她,向,pobj,female
1104,他们,坐,nsubj,male
1105,他,教,dobj,male
1106,他,与,pobj,male
1107,他,费,nsubj,male
1108,他,译,nsubj,male
1109,女子,名字,nn,female
1110,他们,熟悉,nsubj,male
1111,女子,成,dobj,female
1112,他,难忘,nsubj,male
1113,他,念,nsubj,male
1114,男人,忍耐,nsubj,male
1115,他,预期,nsubj,male
1116,他,预料之外,nsubj,male
1117,他,自己,dep,male
1118,他,了解,nsubj,male
1119,他,到,nsubj,male
1120,他,面对,nsubj,male
1121,他,高举,nsubj,male
1122,他,唱起,nsubj,male
1123,他们,教,dobj,male
1124,他们,唱,nsubj,male
1125,他,教,nsubj,male
1126,他,叫,dobj,male
1127,他,告诉,nsubj,male
1128,他,想,nsubj,male
1129,他,想,nsubj,male
1130,他,有,nsubj,male
1131,他,介绍,nsubj,male
1132,他,寄去,nsubj,male
1133,他,与,pobj,male
1134,他,长篇大论,nsubj,male
1135,他,叫,dobj,male
1136,他,反应,assmod,male
1137,他,离开,nsubj,male
1138,他,帮忙,nsubj,male
1139,他,出差池,nsubj,male
1140,他,试,nsubj,male
1141,他,拿出,nsubj,male
1142,男人,买,nsubj,male
1143,男子,买,nsubj,male
1144,他,望,nsubj,male
1145,男子,离去,nsubj,male
1146,他,饼,nn,male
1147,他,相信,nsubj,male
1148,他,监视,dobj,male
1149,他,闻,nsubj,male
1150,他,监视,dobj,male
1151,他,动念,nsubj,male
1152,他,说服,dobj,male
1153,他,沉下,nsubj,male
1154,他,与,pobj,male
1155,他,老,dobj,male
1156,他,有,top,male
1157,他,死,nsubj,male
1158,他,念完,nsubj,male
1159,他,懂,nsubj,male
1160,他,下令,nsubj,male
1161,他,反应,assmod,male
1162,他,看,dobj,male
1163,他,跟着,dobj,male
1164,他,战栗,nsubj,male
1165,他,害怕,nsubj,male
1166,他们,眼前,nn,male
1167,他,张皇,nsubjpass,male
1168,他,拉,dobj,male
1169,他,协助,nsubj,male
